id,module,subtype,difficulty,text,target,display,distractor_1,distractor_2,distractor_3,distractor_family,weight,enabled,answer_correct,construction_id,cluster_family,cluster_surface,frame,subject,clitic_1,clitic_2,clitic_3,semantic_type,acoustic_tags,contrast_1,contrast_2,contrast_3,notes
PC_0446,EN_CLUSTER,ME_EN_QUANTITY,D4,"Hier, ils m'en ont demandé trois.",昨天，他们问我要了三个,昨天，他们问我要了三个,昨天，他们问我们要了三个,昨天，他们问我要了一个,昨天，我问他们要了三个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.5,1,昨天，他们问我要了三个,DEMANDER_QCH_A_QN,OBJ_EN,m'en,PASSE_COMPOSE,ILS,ME,EN,,QUANTITY,M_EN_ONT,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0042; context=Hier,"
PC_0447,EN_CLUSTER,LUI_EN_QUANTITY,D4,"Hier, je lui en ai donné deux.",昨天，我给了他两个,昨天，我给了他两个,昨天，我给了他们两个,昨天，我给了他一个,昨天，他给了我两个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,昨天，我给了他两个,DONNER_QCH_A_QN,COI_EN,lui en,PASSE_COMPOSE,JE,LUI,EN,,QUANTITY,LUI_EN_AI,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0043; context=Hier,"
PC_0448,EN_CLUSTER,LEUR_EN_QUANTITY,D4,"Hier, on leur en a envoyé trois.",昨天，有人给他们发了三个,昨天，有人给他们发了三个,昨天，有人给他发了三个,昨天，有人给他们发了一个,昨天，他们给别人发了三个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.5,1,昨天，有人给他们发了三个,ENVOYER_QCH_A_QN,COI_EN,leur en,PASSE_COMPOSE,ON,LEUR,EN,,QUANTITY,LEUR_EN_A,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0044; context=Hier,"
PC_0449,EN_CLUSTER,LUI_EN_TOPIC,D3,"Aujourd'hui, elle lui en parle souvent.",今天，她经常跟他谈这件事,今天，她经常跟他谈这件事,今天，她经常跟他们谈这件事,今天，她经常跟他谈别的事,今天，他经常跟她谈这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,1.0,1,今天，她经常跟他谈这件事,PARLER_DE_A_QN,COI_EN,lui en,PRESENT,ELLE,LUI,EN,,TOPIC,,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0045; context=Aujourd'hui,"
PC_0450,EN_CLUSTER,LEUR_EN_QUANTITY,D3,"Demain, nous leur en proposerons plusieurs.",明天，我们会给他们提好几个,明天，我们会给他们提好几个,明天，我们会给他提好几个,明天，我们会给他们只提一个,明天，他们会给我们提好几个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.0,1,明天，我们会给他们提好几个,PROPOSER_QCH_A_QN,COI_EN,leur en,FUTUR_SIMPLE,NOUS,LEUR,EN,,QUANTITY,,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0046; context=Demain,"
PC_0451,EN_CLUSTER,LUI_EN_QUANTITY,D4,"Hier, vous lui en avez demandé combien ?",昨天，您问他要了多少个？,昨天，您问他要了多少个？,昨天，您问他们要了多少个？,昨天，您只问他要了一个,昨天，他问您要了多少个？,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.5,1,昨天，您问他要了多少个？,DEMANDER_QCH_A_QN,COI_EN,lui en,PASSE_COMPOSE,VOUS,LUI,EN,,QUANTITY,VOUS_LUI_EN_AVEZ,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0047; context=Hier,"
PC_0452,EN_CLUSTER,EN_QUANTITY,D2,"Hier, j'en ai acheté deux.",昨天，我买了两个,昨天，我买了两个,昨天，他买了两个,昨天，我买了一个,昨天，我卖了两个,SUBJECT|QUANTITY|LEXICAL,1.5,1,昨天，我买了两个,ACHETER_QCH,SINGLE_EN,en,PASSE_COMPOSE,JE,EN,,,QUANTITY,EN_AI,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0048; context=Hier,"
PC_0453,EN_CLUSTER,EN_QUANTITY,D2,"Aujourd'hui, il en reste encore trois.",今天，还剩三个,今天，还剩三个,今天，还剩一个,今天，已经一个都不剩了,今天，还有三个要买,QUANTITY|POLARITY|LEXICAL,1.0,1,今天，还剩三个,RESTER_QUANTITE,SINGLE_EN,en,PRESENT,IL_IMPERSONAL,EN,,,QUANTITY,,QUANTITY,POLARITY,LEXICAL,"seed=PC_0049; context=Aujourd'hui,"
PC_0454,EN_CLUSTER,EN_QUANTITY,D2,"Hier, nous en avons reçu plusieurs.",昨天，我们收到了好几个,昨天，我们收到了好几个,昨天，他们收到了好几个,昨天，我们只收到一个,昨天，我们寄出了好几个,SUBJECT|QUANTITY|LEXICAL,1.5,1,昨天，我们收到了好几个,RECEVOIR_QCH,SINGLE_EN,en,PASSE_COMPOSE,NOUS,EN,,,QUANTITY,NOUS_EN_AVONS,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0050; context=Hier,"
PC_0455,EN_CLUSTER,EN_QUANTITY,D1,"Aujourd'hui, elle en veut un.",今天，她想要一个,今天，她想要一个,今天，他想要一个,今天，她想要两个,今天，她已经有一个,SUBJECT|QUANTITY|LEXICAL,1.0,1,今天，她想要一个,VOULOIR_QCH,SINGLE_EN,en,PRESENT,ELLE,EN,,,QUANTITY,,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0051; context=Aujourd'hui,"
PC_0456,EN_CLUSTER,EN_LEXICAL,D2,"Hier, vous en avez besoin.",昨天，您需要这个,昨天，您需要这个,昨天，他们需要这个,昨天，您不需要这个,昨天，您需要这些,SUBJECT|POLARITY|NUMBER,1.7,1,昨天，您需要这个,AVOIR_BESOIN_DE,SINGLE_EN,en,PRESENT,VOUS,EN,,,LEXICAL_EN,VOUS_EN_AVEZ,SUBJECT,POLARITY,NUMBER,"seed=PC_0052; context=Hier,"
PC_0457,EN_CLUSTER,ME_EN_TOPIC,D4,"Avant-hier, il m'en a parlé.",前天，他跟我提过这件事,前天，他跟我提过这件事,前天，他跟我们提过这件事,前天，他跟我提过这些东西,前天，我跟他提过这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,2.0,1,前天，他跟我提过这件事,PARLER_DE_A_QN,OBJ_EN,m'en,PASSE_COMPOSE,IL,ME,EN,,TOPIC,M_EN_A,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0035; context=Avant-hier,"
PC_0458,EN_CLUSTER,VOUS_EN_TOPIC,D3,"Après-demain, je vous en parlerai.",后天，我会跟您谈这件事,后天，我会跟您谈这件事,后天，我会跟他们谈这件事,后天，我会跟您谈别的事,后天，您会跟我谈这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,1.0,1,后天，我会跟您谈这件事,PARLER_DE_A_QN,OBJ_EN,vous en,FUTUR_SIMPLE,JE,VOUS,EN,,TOPIC,,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0036; context=Après-demain,"
PC_0459,EN_CLUSTER,ME_EN_QUANTITY,D4,"Avant-hier, tu m'en as envoyé deux.",前天，你给我发了两个,前天，你给我发了两个,前天，你给他们发了两个,前天，你给我发了一个,前天，我给你发了两个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,前天，你给我发了两个,ENVOYER_QCH_A_QN,OBJ_EN,m'en,PASSE_COMPOSE,TU,ME,EN,,QUANTITY,M_EN_AS,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0037; context=Avant-hier,"
PC_0460,EN_CLUSTER,NOUS_EN_QUANTITY,D4,"Avant-hier, on nous en a proposé plusieurs.",前天，有人给我们提了好几个,前天，有人给我们提了好几个,前天，有人给他们提了好几个,前天，有人给我们只提了一个,前天，我们给别人提了好几个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,前天，有人给我们提了好几个,PROPOSER_QCH_A_QN,OBJ_EN,nous en,PASSE_COMPOSE,ON,NOUS,EN,,QUANTITY,NOUS_EN_A,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0038; context=Avant-hier,"
PC_0461,EN_CLUSTER,VOUS_EN_QUANTITY,D3,"Après-demain, elle vous en donnera un.",后天，她会给您一个,后天，她会给您一个,后天，她会给他们一个,后天，她会给您两个,后天，您会给她一个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.0,1,后天，她会给您一个,DONNER_QCH_A_QN,OBJ_EN,vous en,FUTUR_SIMPLE,ELLE,VOUS,EN,,QUANTITY,,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0039; context=Après-demain,"
PC_0462,EN_CLUSTER,TE_EN_QUANTITY,D4,"Avant-hier, je t'en ai réservé deux.",前天，我给你预留了两个,前天，我给你预留了两个,前天，我给他预留了两个,前天，我给你预留了一个,前天，你给我预留了两个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,前天，我给你预留了两个,RESERVER_QCH_A_QN,OBJ_EN,t'en,PASSE_COMPOSE,JE,TE,EN,,QUANTITY,T_EN_AI,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0040; context=Avant-hier,"
PC_0463,EN_CLUSTER,VOUS_EN_TOPIC,D4,"Avant-hier, nous vous en avons déjà parlé.",前天，我们已经跟您谈过这件事,前天，我们已经跟您谈过这件事,前天，我们已经跟他们谈过这件事,前天，我们已经跟您谈过这些东西,前天，您已经跟我们谈过这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,1.7,1,前天，我们已经跟您谈过这件事,PARLER_DE_A_QN,OBJ_EN,vous en,PASSE_COMPOSE,NOUS,VOUS,EN,,TOPIC,VOUS_EN_AVONS,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0041; context=Avant-hier,"
PC_0464,EN_CLUSTER,ME_EN_QUANTITY,D4,"Avant-hier, ils m'en ont demandé trois.",前天，他们问我要了三个,前天，他们问我要了三个,前天，他们问我们要了三个,前天，他们问我要了一个,前天，我问他们要了三个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.5,1,前天，他们问我要了三个,DEMANDER_QCH_A_QN,OBJ_EN,m'en,PASSE_COMPOSE,ILS,ME,EN,,QUANTITY,M_EN_ONT,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0042; context=Avant-hier,"
PC_0465,EN_CLUSTER,LUI_EN_QUANTITY,D4,"Avant-hier, je lui en ai donné deux.",前天，我给了他两个,前天，我给了他两个,前天，我给了他们两个,前天，我给了他一个,前天，他给了我两个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,前天，我给了他两个,DONNER_QCH_A_QN,COI_EN,lui en,PASSE_COMPOSE,JE,LUI,EN,,QUANTITY,LUI_EN_AI,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0043; context=Avant-hier,"
PC_0466,EN_CLUSTER,LEUR_EN_QUANTITY,D4,"Avant-hier, on leur en a envoyé trois.",前天，有人给他们发了三个,前天，有人给他们发了三个,前天，有人给他发了三个,前天，有人给他们发了一个,前天，他们给别人发了三个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.5,1,前天，有人给他们发了三个,ENVOYER_QCH_A_QN,COI_EN,leur en,PASSE_COMPOSE,ON,LEUR,EN,,QUANTITY,LEUR_EN_A,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0044; context=Avant-hier,"
PC_0467,EN_CLUSTER,LUI_EN_TOPIC,D3,"Maintenant, elle lui en parle souvent.",现在，她经常跟他谈这件事,现在，她经常跟他谈这件事,现在，她经常跟他们谈这件事,现在，她经常跟他谈别的事,现在，他经常跟她谈这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,1.0,1,现在，她经常跟他谈这件事,PARLER_DE_A_QN,COI_EN,lui en,PRESENT,ELLE,LUI,EN,,TOPIC,,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0045; context=Maintenant,"
PC_0468,EN_CLUSTER,LEUR_EN_QUANTITY,D3,"Après-demain, nous leur en proposerons plusieurs.",后天，我们会给他们提好几个,后天，我们会给他们提好几个,后天，我们会给他提好几个,后天，我们会给他们只提一个,后天，他们会给我们提好几个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.0,1,后天，我们会给他们提好几个,PROPOSER_QCH_A_QN,COI_EN,leur en,FUTUR_SIMPLE,NOUS,LEUR,EN,,QUANTITY,,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0046; context=Après-demain,"
PC_0469,EN_CLUSTER,LUI_EN_QUANTITY,D4,"Avant-hier, vous lui en avez demandé combien ?",前天，您问他要了多少个？,前天，您问他要了多少个？,前天，您问他们要了多少个？,前天，您只问他要了一个,前天，他问您要了多少个？,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.5,1,前天，您问他要了多少个？,DEMANDER_QCH_A_QN,COI_EN,lui en,PASSE_COMPOSE,VOUS,LUI,EN,,QUANTITY,VOUS_LUI_EN_AVEZ,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0047; context=Avant-hier,"
PC_0470,EN_CLUSTER,EN_QUANTITY,D2,"Avant-hier, j'en ai acheté deux.",前天，我买了两个,前天，我买了两个,前天，他买了两个,前天，我买了一个,前天，我卖了两个,SUBJECT|QUANTITY|LEXICAL,1.5,1,前天，我买了两个,ACHETER_QCH,SINGLE_EN,en,PASSE_COMPOSE,JE,EN,,,QUANTITY,EN_AI,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0048; context=Avant-hier,"
PC_0471,EN_CLUSTER,EN_QUANTITY,D2,"Maintenant, il en reste encore trois.",现在，还剩三个,现在，还剩三个,现在，还剩一个,现在，已经一个都不剩了,现在，还有三个要买,QUANTITY|POLARITY|LEXICAL,1.0,1,现在，还剩三个,RESTER_QUANTITE,SINGLE_EN,en,PRESENT,IL_IMPERSONAL,EN,,,QUANTITY,,QUANTITY,POLARITY,LEXICAL,"seed=PC_0049; context=Maintenant,"
PC_0472,EN_CLUSTER,EN_QUANTITY,D2,"Avant-hier, nous en avons reçu plusieurs.",前天，我们收到了好几个,前天，我们收到了好几个,前天，他们收到了好几个,前天，我们只收到一个,前天，我们寄出了好几个,SUBJECT|QUANTITY|LEXICAL,1.5,1,前天，我们收到了好几个,RECEVOIR_QCH,SINGLE_EN,en,PASSE_COMPOSE,NOUS,EN,,,QUANTITY,NOUS_EN_AVONS,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0050; context=Avant-hier,"
PC_0473,EN_CLUSTER,EN_QUANTITY,D1,"Maintenant, elle en veut un.",现在，她想要一个,现在，她想要一个,现在，他想要一个,现在，她想要两个,现在，她已经有一个,SUBJECT|QUANTITY|LEXICAL,1.0,1,现在，她想要一个,VOULOIR_QCH,SINGLE_EN,en,PRESENT,ELLE,EN,,,QUANTITY,,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0051; context=Maintenant,"
PC_0474,EN_CLUSTER,EN_LEXICAL,D2,"Avant-hier, vous en avez besoin.",前天，您需要这个,前天，您需要这个,前天，他们需要这个,前天，您不需要这个,前天，您需要这些,SUBJECT|POLARITY|NUMBER,1.7,1,前天，您需要这个,AVOIR_BESOIN_DE,SINGLE_EN,en,PRESENT,VOUS,EN,,,LEXICAL_EN,VOUS_EN_AVEZ,SUBJECT,POLARITY,NUMBER,"seed=PC_0052; context=Avant-hier,"
PC_0475,EN_CLUSTER,ME_EN_TOPIC,D4,"Ce matin, il m'en a parlé.",今天早上，他跟我提过这件事,今天早上，他跟我提过这件事,今天早上，他跟我们提过这件事,今天早上，他跟我提过这些东西,今天早上，我跟他提过这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,2.0,1,今天早上，他跟我提过这件事,PARLER_DE_A_QN,OBJ_EN,m'en,PASSE_COMPOSE,IL,ME,EN,,TOPIC,M_EN_A,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0035; context=Ce matin,"
PC_0476,EN_CLUSTER,VOUS_EN_TOPIC,D3,"Bientôt, je vous en parlerai.",很快，我会跟您谈这件事,很快，我会跟您谈这件事,很快，我会跟他们谈这件事,很快，我会跟您谈别的事,很快，您会跟我谈这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,1.0,1,很快，我会跟您谈这件事,PARLER_DE_A_QN,OBJ_EN,vous en,FUTUR_SIMPLE,JE,VOUS,EN,,TOPIC,,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0036; context=Bientôt,"
PC_0477,EN_CLUSTER,ME_EN_QUANTITY,D4,"Ce matin, tu m'en as envoyé deux.",今天早上，你给我发了两个,今天早上，你给我发了两个,今天早上，你给他们发了两个,今天早上，你给我发了一个,今天早上，我给你发了两个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,今天早上，你给我发了两个,ENVOYER_QCH_A_QN,OBJ_EN,m'en,PASSE_COMPOSE,TU,ME,EN,,QUANTITY,M_EN_AS,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0037; context=Ce matin,"
PC_0478,EN_CLUSTER,NOUS_EN_QUANTITY,D4,"Ce matin, on nous en a proposé plusieurs.",今天早上，有人给我们提了好几个,今天早上，有人给我们提了好几个,今天早上，有人给他们提了好几个,今天早上，有人给我们只提了一个,今天早上，我们给别人提了好几个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,今天早上，有人给我们提了好几个,PROPOSER_QCH_A_QN,OBJ_EN,nous en,PASSE_COMPOSE,ON,NOUS,EN,,QUANTITY,NOUS_EN_A,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0038; context=Ce matin,"
PC_0479,EN_CLUSTER,VOUS_EN_QUANTITY,D3,"Bientôt, elle vous en donnera un.",很快，她会给您一个,很快，她会给您一个,很快，她会给他们一个,很快，她会给您两个,很快，您会给她一个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.0,1,很快，她会给您一个,DONNER_QCH_A_QN,OBJ_EN,vous en,FUTUR_SIMPLE,ELLE,VOUS,EN,,QUANTITY,,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0039; context=Bientôt,"
PC_0480,EN_CLUSTER,TE_EN_QUANTITY,D4,"Ce matin, je t'en ai réservé deux.",今天早上，我给你预留了两个,今天早上，我给你预留了两个,今天早上，我给他预留了两个,今天早上，我给你预留了一个,今天早上，你给我预留了两个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,今天早上，我给你预留了两个,RESERVER_QCH_A_QN,OBJ_EN,t'en,PASSE_COMPOSE,JE,TE,EN,,QUANTITY,T_EN_AI,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0040; context=Ce matin,"
PC_0481,EN_CLUSTER,VOUS_EN_TOPIC,D4,"Ce matin, nous vous en avons déjà parlé.",今天早上，我们已经跟您谈过这件事,今天早上，我们已经跟您谈过这件事,今天早上，我们已经跟他们谈过这件事,今天早上，我们已经跟您谈过这些东西,今天早上，您已经跟我们谈过这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,1.7,1,今天早上，我们已经跟您谈过这件事,PARLER_DE_A_QN,OBJ_EN,vous en,PASSE_COMPOSE,NOUS,VOUS,EN,,TOPIC,VOUS_EN_AVONS,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0041; context=Ce matin,"
PC_0482,EN_CLUSTER,ME_EN_QUANTITY,D4,"Ce matin, ils m'en ont demandé trois.",今天早上，他们问我要了三个,今天早上，他们问我要了三个,今天早上，他们问我们要了三个,今天早上，他们问我要了一个,今天早上，我问他们要了三个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.5,1,今天早上，他们问我要了三个,DEMANDER_QCH_A_QN,OBJ_EN,m'en,PASSE_COMPOSE,ILS,ME,EN,,QUANTITY,M_EN_ONT,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0042; context=Ce matin,"
PC_0483,EN_CLUSTER,LUI_EN_QUANTITY,D4,"Ce matin, je lui en ai donné deux.",今天早上，我给了他两个,今天早上，我给了他两个,今天早上，我给了他们两个,今天早上，我给了他一个,今天早上，他给了我两个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,今天早上，我给了他两个,DONNER_QCH_A_QN,COI_EN,lui en,PASSE_COMPOSE,JE,LUI,EN,,QUANTITY,LUI_EN_AI,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0043; context=Ce matin,"
PC_0484,EN_CLUSTER,LEUR_EN_QUANTITY,D4,"Ce matin, on leur en a envoyé trois.",今天早上，有人给他们发了三个,今天早上，有人给他们发了三个,今天早上，有人给他发了三个,今天早上，有人给他们发了一个,今天早上，他们给别人发了三个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.5,1,今天早上，有人给他们发了三个,ENVOYER_QCH_A_QN,COI_EN,leur en,PASSE_COMPOSE,ON,LEUR,EN,,QUANTITY,LEUR_EN_A,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0044; context=Ce matin,"
PC_0485,EN_CLUSTER,LUI_EN_TOPIC,D3,"En ce moment, elle lui en parle souvent.",目前，她经常跟他谈这件事,目前，她经常跟他谈这件事,目前，她经常跟他们谈这件事,目前，她经常跟他谈别的事,目前，他经常跟她谈这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,1.0,1,目前，她经常跟他谈这件事,PARLER_DE_A_QN,COI_EN,lui en,PRESENT,ELLE,LUI,EN,,TOPIC,,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0045; context=En ce moment,"
PC_0486,EN_CLUSTER,LEUR_EN_QUANTITY,D3,"Bientôt, nous leur en proposerons plusieurs.",很快，我们会给他们提好几个,很快，我们会给他们提好几个,很快，我们会给他提好几个,很快，我们会给他们只提一个,很快，他们会给我们提好几个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.0,1,很快，我们会给他们提好几个,PROPOSER_QCH_A_QN,COI_EN,leur en,FUTUR_SIMPLE,NOUS,LEUR,EN,,QUANTITY,,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0046; context=Bientôt,"
PC_0487,EN_CLUSTER,LUI_EN_QUANTITY,D4,"Ce matin, vous lui en avez demandé combien ?",今天早上，您问他要了多少个？,今天早上，您问他要了多少个？,今天早上，您问他们要了多少个？,今天早上，您只问他要了一个,今天早上，他问您要了多少个？,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.5,1,今天早上，您问他要了多少个？,DEMANDER_QCH_A_QN,COI_EN,lui en,PASSE_COMPOSE,VOUS,LUI,EN,,QUANTITY,VOUS_LUI_EN_AVEZ,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0047; context=Ce matin,"
PC_0488,EN_CLUSTER,EN_QUANTITY,D2,"Ce matin, j'en ai acheté deux.",今天早上，我买了两个,今天早上，我买了两个,今天早上，他买了两个,今天早上，我买了一个,今天早上，我卖了两个,SUBJECT|QUANTITY|LEXICAL,1.5,1,今天早上，我买了两个,ACHETER_QCH,SINGLE_EN,en,PASSE_COMPOSE,JE,EN,,,QUANTITY,EN_AI,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0048; context=Ce matin,"
PC_0489,EN_CLUSTER,EN_QUANTITY,D2,"En ce moment, il en reste encore trois.",目前，还剩三个,目前，还剩三个,目前，还剩一个,目前，已经一个都不剩了,目前，还有三个要买,QUANTITY|POLARITY|LEXICAL,1.0,1,目前，还剩三个,RESTER_QUANTITE,SINGLE_EN,en,PRESENT,IL_IMPERSONAL,EN,,,QUANTITY,,QUANTITY,POLARITY,LEXICAL,"seed=PC_0049; context=En ce moment,"
PC_0490,EN_CLUSTER,EN_QUANTITY,D2,"Ce matin, nous en avons reçu plusieurs.",今天早上，我们收到了好几个,今天早上，我们收到了好几个,今天早上，他们收到了好几个,今天早上，我们只收到一个,今天早上，我们寄出了好几个,SUBJECT|QUANTITY|LEXICAL,1.5,1,今天早上，我们收到了好几个,RECEVOIR_QCH,SINGLE_EN,en,PASSE_COMPOSE,NOUS,EN,,,QUANTITY,NOUS_EN_AVONS,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0050; context=Ce matin,"
PC_0491,EN_CLUSTER,EN_QUANTITY,D1,"En ce moment, elle en veut un.",目前，她想要一个,目前，她想要一个,目前，他想要一个,目前，她想要两个,目前，她已经有一个,SUBJECT|QUANTITY|LEXICAL,1.0,1,目前，她想要一个,VOULOIR_QCH,SINGLE_EN,en,PRESENT,ELLE,EN,,,QUANTITY,,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0051; context=En ce moment,"
PC_0492,EN_CLUSTER,EN_LEXICAL,D2,"Ce matin, vous en avez besoin.",今天早上，您需要这个,今天早上，您需要这个,今天早上，他们需要这个,今天早上，您不需要这个,今天早上，您需要这些,SUBJECT|POLARITY|NUMBER,1.7,1,今天早上，您需要这个,AVOIR_BESOIN_DE,SINGLE_EN,en,PRESENT,VOUS,EN,,,LEXICAL_EN,VOUS_EN_AVEZ,SUBJECT,POLARITY,NUMBER,"seed=PC_0052; context=Ce matin,"
PC_0493,EN_CLUSTER,ME_EN_TOPIC,D4,"Hier matin, il m'en a parlé.",昨天早上，他跟我提过这件事,昨天早上，他跟我提过这件事,昨天早上，他跟我们提过这件事,昨天早上，他跟我提过这些东西,昨天早上，我跟他提过这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,2.0,1,昨天早上，他跟我提过这件事,PARLER_DE_A_QN,OBJ_EN,m'en,PASSE_COMPOSE,IL,ME,EN,,TOPIC,M_EN_A,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0035; context=Hier matin,"
PC_0494,EN_CLUSTER,VOUS_EN_TOPIC,D3,"Plus tard, je vous en parlerai.",之后，我会跟您谈这件事,之后，我会跟您谈这件事,之后，我会跟他们谈这件事,之后，我会跟您谈别的事,之后，您会跟我谈这件事,RECIPIENT|EN_SEMANTIC|ROLE_REVERSAL,1.0,1,之后，我会跟您谈这件事,PARLER_DE_A_QN,OBJ_EN,vous en,FUTUR_SIMPLE,JE,VOUS,EN,,TOPIC,,RECIPIENT,EN_SEMANTIC,ROLE_REVERSAL,"seed=PC_0036; context=Plus tard,"
PC_0495,EN_CLUSTER,ME_EN_QUANTITY,D4,"Hier matin, tu m'en as envoyé deux.",昨天早上，你给我发了两个,昨天早上，你给我发了两个,昨天早上，你给他们发了两个,昨天早上，你给我发了一个,昨天早上，我给你发了两个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,昨天早上，你给我发了两个,ENVOYER_QCH_A_QN,OBJ_EN,m'en,PASSE_COMPOSE,TU,ME,EN,,QUANTITY,M_EN_AS,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0037; context=Hier matin,"
PC_0496,EN_CLUSTER,NOUS_EN_QUANTITY,D4,"Hier matin, on nous en a proposé plusieurs.",昨天早上，有人给我们提了好几个,昨天早上，有人给我们提了好几个,昨天早上，有人给他们提了好几个,昨天早上，有人给我们只提了一个,昨天早上，我们给别人提了好几个,RECIPIENT|QUANTITY|ROLE_REVERSAL,1.7,1,昨天早上，有人给我们提了好几个,PROPOSER_QCH_A_QN,OBJ_EN,nous en,PASSE_COMPOSE,ON,NOUS,EN,,QUANTITY,NOUS_EN_A,RECIPIENT,QUANTITY,ROLE_REVERSAL,"seed=PC_0038; context=Hier matin,"
